Pokemon,Gender,Location,Version,Chance,Condition,Max Level,Min Level,Method,Evolves From
psyduck,4,seafoam-islands-b2f,heartgold,1,,27,27,walk,
psyduck,4,seafoam-islands-b2f,soulsilver,1,,27,27,walk,
psyduck,4,seafoam-islands-b3f,blue,15,,33,33,walk,
psyduck,4,seafoam-islands-b3f,firered,4,,40,30,surf,
psyduck,4,seafoam-islands-b3f,heartgold,1,,31,31,walk,
psyduck,4,seafoam-islands-b3f,soulsilver,1,,31,31,walk,
psyduck,4,seafoam-islands-b4f,blue,5,,31,31,walk,
psyduck,4,seafoam-islands-b4f,firered,4,,40,30,surf,
psyduck,4,seafoam-islands-b4f,heartgold,30,,20,20,good-rod,
psyduck,4,seafoam-islands-b4f,soulsilver,30,,20,20,good-rod,
psyduck,4,kanto-route-12-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-sea-route-19-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-sea-route-20-area,firered,1,,35,25,super-rod,
psyduck,4,cinnabar-island-area,firered,1,,35,25,super-rod,
psyduck,4,viridian-city-area,firered,1,,40,35,surf,
psyduck,4,cerulean-city-area,red,8,,15,15,super-rod,
psyduck,4,cerulean-city-area,blue,8,,15,15,super-rod,
psyduck,4,cerulean-city-area,firered,1,,35,25,super-rod,
psyduck,4,vermilion-city-area,firered,1,,35,25,super-rod,
psyduck,4,celadon-city-area,firered,4,,40,30,surf,
psyduck,4,fuchsia-city-area,firered,1,,40,35,surf,
psyduck,4,pallet-town-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-route-4-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-route-6-area,yellow,5,,15,15,surf,
psyduck,4,kanto-route-6-area,gold,30,,9,5,surf,
psyduck,4,kanto-route-6-area,silver,30,,9,5,surf,
psyduck,4,kanto-route-6-area,crystal,30,,9,5,surf,
psyduck,4,kanto-route-6-area,firered,1,,40,35,surf,
psyduck,4,kanto-route-6-area,heartgold,30,,5,5,surf,
psyduck,4,kanto-route-6-area,soulsilver,30,,5,5,surf,
psyduck,4,kanto-route-10-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-route-11-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-route-13-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-sea-route-21-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-route-22-area,firered,1,,40,35,surf,
psyduck,4,kanto-route-24-area,red,8,,15,15,super-rod,
psyduck,4,kanto-route-24-area,blue,8,,15,15,super-rod,
psyduck,4,kanto-route-24-area,firered,1,,35,25,super-rod,
psyduck,4,kanto-route-25-area,red,8,,15,15,super-rod,
psyduck,4,kanto-route-25-area,blue,8,,15,15,super-rod,
psyduck,4,kanto-route-25-area,firered,1,,40,35,surf,
psyduck,4,cerulean-cave-1f,firered,1,,50,40,surf,
psyduck,4,cerulean-cave-1f,heartgold,30,,35,35,surf,
psyduck,4,cerulean-cave-1f,soulsilver,30,,35,35,surf,
psyduck,4,cerulean-cave-2f,heartgold,30,,35,35,surf,
psyduck,4,cerulean-cave-2f,soulsilver,30,,35,35,surf,
psyduck,4,cerulean-cave-b1f,firered,1,,60,50,surf,
psyduck,4,cerulean-cave-b1f,heartgold,30,,35,35,surf,
psyduck,4,cerulean-cave-b1f,soulsilver,30,,35,35,surf,
psyduck,4,kanto-route-23-area,firered,1,,40,35,surf,
psyduck,4,kanto-safari-zone-middle,red,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-middle,blue,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-middle,firered,1,,40,35,surf,
psyduck,4,kanto-safari-zone-area-1-east,red,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-area-1-east,blue,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-area-1-east,firered,1,,40,35,surf,
psyduck,4,kanto-safari-zone-area-2-north,red,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-area-2-north,blue,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-area-2-north,firered,1,,40,35,surf,
psyduck,4,kanto-safari-zone-area-3-west,red,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-area-3-west,blue,8,,15,15,super-rod,
psyduck,4,kanto-safari-zone-area-3-west,firered,1,,40,35,surf,
psyduck,4,hoenn-safari-zone-nwmach-bike-area,ruby,5,,35,30,surf,
psyduck,4,hoenn-safari-zone-nwmach-bike-area,sapphire,5,,35,30,surf,
psyduck,4,hoenn-safari-zone-nwmach-bike-area,emerald,5,,35,30,surf,
psyduck,4,hoenn-safari-zone-sw,ruby,1,,35,30,surf,
psyduck,4,hoenn-safari-zone-sw,sapphire,1,,35,30,surf,
psyduck,4,hoenn-safari-zone-sw,emerald,1,,35,30,surf,
psyduck,4,ss-anne-area,firered,1,,35,25,super-rod,
psyduck,4,berry-forest-area,firered,5,,40,35,surf,
psyduck,4,icefall-cave-entrance,firered,30,,35,5,surf,
psyduck,4,icefall-cave-waterfall,firered,1,,35,25,super-rod,
psyduck,4,kindle-road-area,firered,1,,35,25,super-rod,
psyduck,4,treasure-beach-area,firered,1,,35,25,super-rod,
psyduck,4,cape-brink-area,firered,5,,40,35,surf,
psyduck,4,bond-bridge-area,firered,1,,35,25,super-rod,
psyduck,4,resort-gorgeous-area,firered,1,,35,25,super-rod,
psyduck,4,water-labyrinth-area,firered,1,,35,25,super-rod,
psyduck,4,five-isle-meadow-area,firered,1,,35,25,super-rod,
psyduck,4,memorial-pillar-area,firered,1,,35,25,super-rod,
psyduck,4,outcast-island-area,firered,1,,35,25,super-rod,
psyduck,4,green-path-area,firered,1,,35,25,super-rod,
psyduck,4,water-path-area,firered,1,,35,25,super-rod,
psyduck,4,ruin-valley-area,firered,1,,35,25,super-rod,
psyduck,4,trainer-tower-area,firered,1,,35,25,super-rod,
psyduck,4,canyon-entrance-area,firered,5,,41,41,walk,
psyduck,4,tanoby-ruins-area,firered,1,,35,25,super-rod,
psyduck,4,one-island-area,firered,1,,35,25,super-rod,
psyduck,4,four-island-area,firered,30,,35,5,surf,
psyduck,4,five-island-area,firered,1,,35,25,super-rod,
psyduck,4,floccesy-ranch-inner,black-2,10,,5,5,walk,
psyduck,4,floccesy-ranch-inner,white-2,10,,5,5,walk,
psyduck,4,kalos-route-22-area,x,15,,27,27,surf,
psyduck,4,kalos-route-22-area,y,15,,27,27,surf,
psyduck,4,johto-safari-zone-zone-wetland,heartgold,10,,17,17,surf,
psyduck,4,johto-safari-zone-zone-wetland,soulsilver,10,,17,17,surf,
golduck,4,eterna-city-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,eterna-city-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,eterna-city-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ravaged-path-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ravaged-path-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ravaged-path-area,platinum,5,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,oreburgh-gate-b1f,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,oreburgh-gate-b1f,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,oreburgh-gate-b1f,platinum,5,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sendoff-spring-area,diamond,1,,55,45,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sendoff-spring-area,pearl,1,,55,45,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sendoff-spring-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-verity-before-galactic-intervention,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-verity-before-galactic-intervention,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-verity-before-galactic-intervention,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-verity-after-galactic-intervention,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-verity-after-galactic-intervention,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-verity-after-galactic-intervention,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-valor-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-valor-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-valor-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-acuity-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-acuity-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,lake-acuity-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-203-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-203-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-203-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-204-south-towards-jubilife-city,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-204-south-towards-jubilife-city,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-204-south-towards-jubilife-city,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-204-north-towards-floaroma-town,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-204-north-towards-floaroma-town,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-204-north-towards-floaroma-town,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-205-east-towards-eterna-city,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-205-east-towards-eterna-city,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-205-east-towards-eterna-city,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-208-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-208-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-208-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-209-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-209-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-209-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-210-west-towards-celestic-town,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-210-west-towards-celestic-town,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-210-west-towards-celestic-town,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-212-north-towards-hearthome-city,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-212-north-towards-hearthome-city,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-212-north-towards-hearthome-city,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-214-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-214-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-214-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-225-area,diamond,1,,55,45,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-225-area,pearl,1,,55,45,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-route-225-area,platinum,30,,55,35,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,twinleaf-town-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,twinleaf-town-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,twinleaf-town-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,celestic-town-area,diamond,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,celestic-town-area,pearl,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,celestic-town-area,platinum,1,,40,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,resort-area-area,diamond,1,,55,45,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,resort-area-area,pearl,1,,55,45,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,resort-area-area,platinum,30,,55,35,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-sea-route-226-area,diamond,5,,51,51,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-sea-route-226-area,pearl,5,,51,51,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-sea-route-230-area,diamond,10,,52,52,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,sinnoh-sea-route-230-area,pearl,10,,52,52,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ilex-forest-area,gold,10,,19,15,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ilex-forest-area,silver,10,,19,15,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ilex-forest-area,crystal,10,,19,15,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ilex-forest-area,heartgold,1,,20,10,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,ilex-forest-area,soulsilver,1,,20,10,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,johto-route-35-area,gold,10,,24,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,johto-route-35-area,silver,10,,24,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,johto-route-35-area,crystal,10,,24,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,johto-route-35-area,heartgold,1,,31,31,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,johto-route-35-area,soulsilver,1,,31,31,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-1f,red,1,,38,38,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-1f,heartgold,10,radio-off,32,32,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-1f,soulsilver,10,radio-off,32,32,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b1f,firered,1,,35,35,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b1f,heartgold,4,,32,32,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b1f,soulsilver,4,,32,32,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b2f,blue,1,,37,37,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b2f,firered,1,,32,32,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b2f,heartgold,4,,33,33,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b2f,soulsilver,4,,33,33,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b3f,firered,1,,40,35,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b3f,heartgold,4,,34,34,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b3f,soulsilver,4,,34,34,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b4f,blue,4,,39,39,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b4f,firered,1,,40,35,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b4f,heartgold,4,,37,37,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,seafoam-islands-b4f,soulsilver,4,,37,37,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-2f,gold,30,time-night,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-2f,silver,30,time-night,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-2f,crystal,30,,44,40,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-2f,heartgold,10,radio-off,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-2f,soulsilver,10,radio-off,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-1f-top,heartgold,10,radio-off,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-1f-top,soulsilver,10,radio-off,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-4f,heartgold,10,radio-off,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-4f,soulsilver,10,radio-off,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-mountainside,heartgold,1,,51,51,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-mountainside,soulsilver,1,,51,51,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-3f,heartgold,20,,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-3f,soulsilver,20,,48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-top,gold,5,,51,51,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-top,silver,5,,51,51,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-top,crystal,5,time-night,45,45,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-top,heartgold,10,"time-day, radio-off",48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,mt-silver-top,soulsilver,10,"time-day, radio-off",48,48,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,kanto-route-6-area,yellow,1,,20,20,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,kanto-route-6-area,gold,10,,14,10,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,kanto-route-6-area,silver,10,,14,10,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,kanto-route-6-area,crystal,10,,14,10,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,kanto-route-6-area,heartgold,1,,10,10,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,kanto-route-6-area,soulsilver,1,,10,10,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-1f,firered,5,,55,45,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-1f,heartgold,1,,40,40,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-1f,soulsilver,1,,40,40,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-2f,heartgold,1,,40,40,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-2f,soulsilver,1,,40,40,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-b1f,firered,5,,65,55,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-b1f,heartgold,1,,40,40,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cerulean-cave-b1f,soulsilver,1,,40,40,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,hoenn-safari-zone-nwmach-bike-area,ruby,1,,40,25,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,hoenn-safari-zone-nwmach-bike-area,sapphire,1,,40,25,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,hoenn-safari-zone-nwmach-bike-area,emerald,1,,40,25,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,berry-forest-area,firered,1,,40,35,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,cape-brink-area,firered,1,,40,35,surf,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,village-bridge-area,black-2,5,,38,38,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,village-bridge-area,white-2,5,,38,38,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,unova-route-11-area,black-2,20,,36,36,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,unova-route-11-area,white-2,20,,36,36,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
golduck,4,unova-route-14-area,black-2,1,,35,35,walk,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon-species/54/'}"
